product,product_author,product_imagelink,product_price
"Animal Farm,World’s Greatest Classics (Box Set of 4 Books),Life's Amazing Secrets: How to Find Balance and Purpose in Your Life | Inspirational Zen book on motivation, self-development & healthy living,Memory: How To Develop, Train, And Use It,My First Library: Boxset of 10 Board Books for Kids,The New Me - A Guidebook to Perfect Health,The Power of Your Subconscious Mind,The Psychology of Money,World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books): Perfect Motivational Gift Set,Karma: A Yogi's Guide to Crafting Your Destiny | Spirituality, Self-improvement & Self help books by Sadhguru | Penguin,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,The Cat People,Cursive Writing Books (Set of 5 Books) (Handwriting Practice Books) - Small Letters, Capital Letters, Joining Letters, Sentences, Words for Age 3-7: ... Letters, Joing Letters, Sentences, Words,Rich Dad Poor Dad - 20Th Anniversary Edition - Hindi,Ghosts of The Silent Hills: Stories based on true hauntings,Great Stories for Children,A Man Called Ove: The life-affirming bestseller that will brighten your day,Ikigai: The Japanese secret to a long and happy life,Grandma's Bag of Stories: Collection of 20+ Illustrated short stories, traditional Indian folk tales for all ages for children of all ages by Sudha Murty,GROUP D 15 PRACTICE SET BOOK - BILINGUAL (GOLDEN BOOK ) With Complete Solution,The Psychology of Money,Tantra & Buddhism: Greatest Spiritual Wisdom,The 5 AM Club: Own Your Morning, Elevate Your Life","George Orwell,Jane Austen F. Scott Fitzgerald, Oscar Wilde, Emily Brontë,Gaur Gopal Das,William Walker Atkinson,Wonder House Books,Joseph Murphy,Morgan Housel,Dale Carnegie,, ,Napoleon Hill,, et al.,Sadhguru,Robert T. Kiyosaki,Devapriya Roy,Maple Press,Robert T. Kiyosaki,Anita Krishan,Ruskin Bond,Fredrik Backman,Héctor García, and ,Francesc Miralles,Sudha Murty,MD CLASSES, and ,SATYAM GUPTA,Morgan Housel,Pranay,Robin Sharma",,"49,379,137,99,365,95,290,289,161,302,368,315,208,169,135,270,299,182,149,290,149,238"
